GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
midterm,default,BarChartMonitor,4,80,0,0,2,20,1,2,1,2
midterm,default,PieChartMonitor,0,64,0,0,0,15,0,4,0,4
midterm,default,Subject,0,43,0,0,0,11,0,2,0,2
